COD_LOC,NOMBRE_LOC,CP,POBLACION,OFICINA,PROVINCIA,COD_PROY,ID_EVALUACION,Fecha de ejecucion,COD_AUDITOR,RESULTADO,TITULO_CUESTIONARIO
239,AIRCOM COMUNICACIONES S.L.,32800,CELANOVA,915,ORENSE,0457_003,1990209,4/23/14,A33466,1,ESPECIALISTAS PROCESOS - P1 (14.15)
256,TELEOPERATOR COMUNICACIONES SL,32002,ORENSE,915,ORENSE,0457_003,1990210,4/28/14,A33466,0.9742,RESUMEN ESPECIALISTAS PEC - P1 (14.15)
256,TELEOPERATOR COMUNICACIONES SL,32002,ORENSE,915,ORENSE,0457_003,1990211,4/28/14,A33466,1,ESPECIALISTAS NUEVA IMAGEN - P1 (14.15)
256,TELEOPERATOR COMUNICACIONES SL,32002,ORENSE,915,ORENSE,0457_003,1990212,4/28/14,A33466,1,ESPECIALISTAS PROCESOS - P1 (14.15)
393,TELEOPERATOR COMUNICACIONES SL,32003,ORENSE,915,ORENSE,0457_003,1990213,4/24/14,A33466,0.9625,RESUMEN ESPECIALISTAS PEC - P1 (14.15)
393,TELEOPERATOR COMUNICACIONES SL,32003,ORENSE,915,ORENSE,0457_003,1990214,4/24/14,A33466,1,ESPECIALISTAS NUEVA IMAGEN - P1 (14.15)
393,TELEOPERATOR COMUNICACIONES SL,32003,ORENSE,915,ORENSE,0457_003,1990215,4/24/14,A33466,1,ESPECIALISTAS PROCESOS - P1 (14.15)
412,AIRCOM COMUNICACIONES S.L.,32005,ORENSE,915,ORENSE,0457_003,1990216,4/28/14,A33466,0.9267,RESUMEN ESPECIALISTAS PEC - P1 (14.15)
412,AIRCOM COMUNICACIONES S.L.,32005,ORENSE,915,ORENSE,0457_003,1990217,4/28/14,A33466,1,ESPECIALISTAS NUEVA IMAGEN - P1 (14.15)
412,AIRCOM COMUNICACIONES S.L.,32005,ORENSE,915,ORENSE,0457_003,1990218,4/28/14,A33466,0.945,ESPECIALISTAS PROCESOS - P1 (14.15)
620,TELEOPERATOR COMUNICACIONES SL,32001,ORENSE,915,ORENSE,0457_003,1990219,4/24/14,A33466,0.9367,RESUMEN ESPECIALISTAS PEC - P1 (14.15)
