COD_LOC,NOMBRE_LOC,CP,POBLACION,OFICINA,PROVINCIA,COD_PROY,ID_EVALUACION,Fecha de ejecucion,COD_AUDITOR,RESULTADO,TITULO_CUESTIONARIO
448,"GSM BAHIA, S.L.U.",4006,ALMERÍA,901,ALMERIA,0457_003,1948581,1/10/14,33109,0.914,MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
0914b,PEOPLECOM 1 S.L,4700,EL EJIDO,901,ALMERIA,0457_003,1948582,1/15/14,33109,0.9383,MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
1592,STAND -- EXPERIS Eci El Ejido,4700,EL EJIDO,901,ALMERIA,0457_003,1948583,1/15/14,33109,0.9383,MYSTERY SHOPPER ESPECIALISTA P5 (ENE_14)
301a,NEXTEL FUTURE TELECOM S.L,4004,Almería,901,ALMERIA,0457_002,1948584,1/10/14,33109,0.914,MYSTERY SHOPPER FFQQ P5 (ENE_14)
D015,MEDICO RODRIGUEZ,15000,CORUÑA,901,A CORUÑA,0325_001,1948605,1/14/14,31559,0.95,San Brandán
D019,EUROPA,15000,CORUÑA,901,A CORUÑA,0325_001,1948606,1/13/14,33844,0.1103,San Brandán
D023,RDA. OUTEIRO,15000,CORUÑA,901,A CORUÑA,0325_001,1948607,1/11/14,33846,0.9362,San Brandán
D024,RDA. NELLE,15000,CORUÑA,901,A CORUÑA,0325_001,1948608,1/18/14,33846,0.425,San Brandán
D034,EMILIA PARDO BAZAN,15000,CORUÑA,901,A CORUÑA,0325_001,1948609,1/10/14,R02902,0.6014,San Brandán
DF008,CONCEPCIÓN ARENAL,15000,CORUÑA,901,A CORUÑA,0325_001,1948610,1/26/14,33302,0.525,San Brandán
DF016,CARANZA,15000,FERROL,901,A CORUÑA,0325_001,1948611,1/27/14,33413,0.4699,San Brandán
DF017,SALVADOR DE MADARIAGA,15000,CORUÑA,901,A CORUÑA,0325_001,1948612,1/31/14,33361,0.4231,San Brandán
F002,LOS ROSALES,15000,CORUÑA,901,A CORUÑA,0325_001,1948613,1/30/14,33844,0.0735,San Brandán
F011,ORILLAMAR,15000,CORUÑA,901,A CORUÑA,0325_001,1948614,1/23/14,33844,0.2206,San Brandán
F012,SAN SEBASTIAN,15000,CORUÑA,901,A CORUÑA,0325_001,1948615,1/31/14,33361,0.2782,San Brandán
F013,ARTEIXO,15000,ARTEIXO,901,A CORUÑA,0325_001,1948616,1/20/14,10,0.0752,San Brandán
F029,FOMENTO,15000,CARBALLO,901,A CORUÑA,0325_001,1948617,1/24/14,R29407,0.2923,San Brandán
144,Sant Boi Llobregat,8830,Sant Boi de Llobregat,901,BARCELONA,0143_016,1948618,1/18/14,32942,0.9415,Co-Branding Mystery
1473,Paral.lel,8004,Barcelona,901,BARCELONA,0143_016,1948619,1/16/14,32708,0.9371,Co-Branding Mystery
168,Can Dragó Heron City,8016,Barcelona,901,BARCELONA,0143_016,1948620,1/21/14,30987,0.9592,Co-Branding Mystery
182,Maquinista,8030,Barcelona,901,BARCELONA,0143_016,1948621,1/17/14,32942,0.9431,Co-Branding Mystery
255,Sabadell,8204,Sabadell,901,BARCELONA,0143_016,1948622,2/27/14,33174,1,Co-Branding Mystery
308,SPLAU,8940,Cornellà de Llobregat,901,BARCELONA,0143_016,1948624,1/19/14,29168,0.8916,Co-Branding Mystery
41,Sant Cugat,8190,Sant Cugat del Vallès,901,BARCELONA,0143_016,1948625,1/26/14,30579,0.8158,Co-Branding Mystery
2532,AB ILLA CARLEMANY,700,ESCALDES-ENGORDANY,901,EXTRANJERO,0143_003,1948629,1/11/14,32942,1,ABBASID MYSTERY
