COD_LOC,NOMBRE_LOC,CP,POBLACION,OFICINA,PROVINCIA,COD_PROY,ID_EVALUACION,Fecha de ejecucion,COD_AUDITOR,RESULTADO,TITULO_CUESTIONARIO
83,MEDEROS MOVITEN S.L.,38660,LAS AMERICAS ARONA,917,SANTA CRUZ DE TENERIFE,0457_003,1996975,5/19/14,34088,1,MYSTERY SHOPPER ESPECIALISTA P1 (MAY_14)
574,DIGITAL FONE COMUNICACION SLU,38639,SAN MIGUEL DE ABONA,917,SANTA CRUZ DE TENERIFE,0457_003,1996976,5/19/14,34088,1,MYSTERY SHOPPER ESPECIALISTA P1 (MAY_14)
1401,DIGITAL FONE COMUNICACION SLU,38626,Valle San Lorenzo (Arona),917,SANTA CRUZ DE TENERIFE,0457_003,1996977,5/19/14,34088,0.8667,MYSTERY SHOPPER ESPECIALISTA P1 (MAY_14)
279,RAVAIOLI E HIJOS S.L.,38631,LAS GALLETAS ARONA,917,SANTA CRUZ DE TENERIFE,0457_003,1996979,5/19/14,34088,0.8667,MYSTERY SHOPPER ESPECIALISTA P1 (MAY_14)
250,LOS CRISTIANOS - Suecia,38650,Los Cristianos,917,SANTA CRUZ DE TENERIFE,0457_002,1996980,5/8/14,34072,0.6667,MYSTERY SHOPPER FFQQ P1 (MAY_14)
498,MEDEROS MOVITEN S.L.,38300,LA OROTAVA,917,SANTA CRUZ DE TENERIFE,0457_003,1996981,5/16/14,677,1,MYSTERY SHOPPER ESPECIALISTA P1 (MAY_14)
1065,MEDEROS MOVITEN S.L.,38390,Sta. Ursula,917,SANTA CRUZ DE TENERIFE,0457_003,1996982,5/16/14,677,0.9667,MYSTERY SHOPPER ESPECIALISTA P1 (MAY_14)
1071,"CRIS MOVIL, S.L",38400,Puerto de la Cruz,917,SANTA CRUZ DE TENERIFE,0457_003,1996983,5/16/14,677,0.95,MYSTERY SHOPPER ESPECIALISTA P1 (MAY_14)
316,Spain Time - LA OROTAVA 2.0,38300,LA OROTAVA,917,SANTA CRUZ DE TENERIFE,0457_002,1996984,5/16/14,677,0.885,MYSTERY SHOPPER FFQQ PDV 2.0 P1 (MAY_14)
235a,LA LAGUNA - Carrera,38201,Laguna (La),917,SANTA CRUZ DE TENERIFE,0457_002,1996985,5/21/14,29590,0.36,MYSTERY SHOPPER SERVICIO PDV 2.0 FFQQ P1 (MAY 14)
1400,DIGITAL FONE COMUNICACION SLU,38900,Valverde (isla El Hierro),917,SANTA CRUZ DE TENERIFE,0457_003,1996986,5/12/14,34090,0.8667,MYSTERY SHOPPER ESPECIALISTA P1 (MAY_14)
1456,MEDEROS MOVITEN S.L.,38204,San Cristobal de la Laguna,917,SANTA CRUZ DE TENERIFE,0457_003,1996987,5/9/14,32937,0.7633,MYSTERY SHOPPER ESPECIALISTA P1 (MAY_14)
