COD_LOC,NOMBRE_LOC,CP,POBLACION,OFICINA,PROVINCIA,COD_PROY,ID_EVALUACION,Fecha de ejecucion,COD_AUDITOR,RESULTADO,TITULO_CUESTIONARIO
4,Vigo,36203,Vigo,999,PONTEVEDRA,0554_001,2011672,6/12/14,29100,0.8237,Cuestionario VivaGym
39,MARINEDA CITY,15008,CORUÑA,999,A CORUÑA,0578_001,2011676,6/11/14,34286,0.799,CENTROS UNICO MYSTERY (JUN_14)
43,A´LAXE,36202,VIGO,999,PONTEVEDRA,0578_001,2011680,6/13/14,29100,0.7844,CENTROS UNICO MYSTERY (JUN_14)
814,GA.CEE 2,15270,CEE,999,A CORUÑA,0045_001,2011688,6/11/14,33900,0.978,Cuestionario Gadis nuevas ponderaciones
5,Jerez,11405,Jerez de la Frontera,999,CADIZ,0554_001,2011689,6/11/14,32670,0.9061,Cuestionario VivaGym
1109,"PZ. ESGLESIA, NÍM. 3",28140,FUENTE EL SAZ DEL JARAMA,999,MADRID,0266_001,2011691,6/6/14,R02042,0,check IFA
243,LLEIDA,25007,LLEIDA,999,LLEIDA,0111_001,2011696,6/10/14,R29530,0.933,Cuest  Druni 2014
922,922,8640,OLESA,999,BARCELONA,0198_001,2011706,6/13/14,R29530,0.8871,DIA LA SELVA C.P.
936,936,8292,ESPARRAGUERA,999,BARCELONA,0198_001,2011707,6/10/14,R00050,0.9625,DIA LA SELVA C.P.
145,GA.SADA,15160,SADA,999,A CORUÑA,0045_001,2011717,6/13/14,33710,0.98,Cuestionario Gadis nuevas ponderaciones
952,"SEMAT COMUNICACIONS, S.L.",25300,TÁRREGA,999,LLEIDA,0457_003,2011721,6/10/14,R29530,1,MYSTERY SHOPPER SERVICIO ESPECIALISTA P2 (JUN_14 )
E-MB2,MONTBLANC HOSTELERÍA A.S._Z (A ZGZ),43005,MONTBLANC,999,TARRAGONA,0201_001,2011722,6/10/14,R29530,0.01,Areas Compra Programada_Abril_2012
56,ALBACENTER,2006,ALBACETE,999,ALBACETE,0578_001,2011731,6/13/14,30691,0.6101,CENTROS UNICO MYSTERY (JUN_14)
1854,"PLAZA DE LA TORRE, Nº 3",10120,LOGROSÁN,999,CACERES,0266_001,2011733,6/5/14,R00156,0,check IFA
57,"GSM BAHIA, S.L.U.",10001,CÁCERES,999,CACERES,0457_003,2011735,6/6/14,R31755,0.8333,MYSTERY SHOPPER ESPECIALISTA P2 (JUN_14)
CO29,ESPAI CAMPANAR,46015,Valencia,999,VALENCIA,0132_1,2011780,6/15/14,29384,0.7846,Cuestionario Cinesa
CO28,THADER,30110,Churra - Murcia,999,MURCIA,0132_1,2011781,6/8/14,29778,0.835,Cuestionario Cinesa
TEST,TEST,28000,TEST,999,MADRID,0347_001,2011788,6/6/14,TEST,1,El Arco
406,GA.BOIRO,15930,BOIRO,999,A CORUÑA,0045_001,2011791,6/7/14,33108,0.83,Cuestionario Gadis nuevas ponderaciones
806,GA.A POBRA DO CARAMIÑAL,15940,A POBRA DO CARAMIÑAL,999,A CORUÑA,0045_001,2011793,6/7/14,33108,0.83,Cuestionario Gadis nuevas ponderaciones
81,GADIS HIPER RIVEIRA,15960,RIVEIRA,999,A CORUÑA,0045_001,2011794,6/7/14,33108,0.833,Cuestionario Gadis nuevas ponderaciones
915,GA.NOIA 2,15200,NOYA,999,A CORUÑA,0045_001,2011795,6/7/14,33108,0.835,Cuestionario Gadis nuevas ponderaciones
CT05411,GRAN VIA 2,8908,HOSPITALET,999,BARCELONA,0010_002,2011796,6/10/14,34053,0.7231,Check Cañas y Tapas SALA Esp (0114)
3100,"SEAT MOTOR ESPAÑA, S.A.",28007,MADRID,999,MADRID,0588_001,2011797,6/10/14,2645,0.9626,Cuestionario Seat Postventa España 2014
0310K,"FERGOAUTO, S.L.U.",28938,MOSTOLES,999,MADRID,0588_001,2011798,6/11/14,2645,0.4951,Cuestionario Seat Postventa España 2014
3125,"SEALCO, S.A.",28922,ALCORCON,999,MADRID,0588_001,2011802,6/12/14,2645,0.7961,Cuestionario Seat Postventa España 2014
412,GA.CAMBADOS,36630,CAMBADOS,999,PONTEVEDRA,0045_001,2011816,6/9/14,29253,0.979,Cuestionario Gadis nuevas ponderaciones
413,GA.SANXENXO,0,SAN XENXO,999,PONTEVEDRA,0045_001,2011817,6/9/14,29253,0.989,Cuestionario Gadis nuevas ponderaciones
414,GA. BUEU,36930,BUEU,999,PONTEVEDRA,0045_001,2011818,6/10/14,29253,0.93,Cuestionario Gadis nuevas ponderaciones
401,GA.VILAGARCIA 1,36600,VILAGARCIA DE AROUSA,999,PONTEVEDRA,0045_001,2011823,6/7/14,33108,0.85,Cuestionario Gadis nuevas ponderaciones
A-BA97,Santa Gloria,28000,Barajas,999,MADRID,0201_001,2011824,6/5/14,83,0.01,Areas Compra Programada_Abril_2012
521,SERVICES OPTIMIZED FOR TELECOM,8292,ESPARRAGUERA,999,BARCELONA,0457_003,2011825,6/13/14,R29530,0.9,MYSTERY SHOPPER SERVICIO ESPECIALISTA P2 (JUN_14 )
1996,"Buenos Aires, 134-136",32004,Ourense,999,ORENSE,0266_001,2011829,6/11/14,R00004,0,check IFA
2001,"Doctor Fleming, 4",32003,Ourense,999,ORENSE,0266_001,2011830,6/11/14,R00004,0,check IFA
2002,"Avda.Zamora, 36",32005,Ourense,999,ORENSE,0266_001,2011831,6/11/14,R00004,0,check IFA
32,F.MACIA,8036,BARCELONA,999,BARCELONA,0405_001,2011833,6/10/14,30784,0.9468,Cuestionario Vidal & Vidal_compra
32,F.MACIA,8036,BARCELONA,999,BARCELONA,0405_001,2011834,6/10/14,30784,0.956,Cuestionario Vidal & Vidal_devolución
946,946,17460,CELRA,999,GIRONA,0200_001,2011839,6/11/14,R29462,0.95,DIA SAN ANTONIO COMPRA PROGRAMADA
SU_6,SUAREZ ECI Serrano,28001,MADRID,999,MADRID,0110_002,2011843,6/6/14,29510,0.8897,EXPERIENCIA DE VENTA SUAREZ TIENDAS ECI
F806,SPAR - TAFALLA,31300,TAFALLA,999,NAVARRA,427_001,2011844,6/9/14,R32801,0.7208,Cuestionario M.Shopping Franq Miquel 2014
76,LA FARGA,8091,HOSPITALET,999,BARCELONA,0578_001,2011846,6/10/14,34068,0.791,CENTROS UNICO MYSTERY (JUN_14)
F825,SPAR SANT PERE DE RIUTDEBILLES,8876,ST PERE DE RIUTDEBILLES,999,BARCELONA,427_001,2011847,6/10/14,R29502,0.5544,Cuestionario M.Shopping Franq Miquel 2014
57,Lleida Esports - FUTBOL -ESPORTS EQUIP,25194,Lleida,999,LLEIDA,0282_001,2011873,6/10/14,32085,0.8818,Qüestionari Unipreus_Seccions
57,Lleida Esports - FUTBOL -ESPORTS EQUIP,25194,Lleida,999,LLEIDA,0282_001,2011874,6/14/14,66840,0.9025,Qüestionari Unipreus_Seccions
6,Lleida Esports - ROBA NENS,25194,Lleida,999,LLEIDA,0282_001,2011875,6/12/14,31553,0.7932,Qüestionari Unipreus_Seccions
6,Lleida Esports - ROBA NENS,25194,Lleida,999,LLEIDA,0282_001,2011876,6/10/14,32085,0.9113,Qüestionari Unipreus_Seccions
86,Wala Lleida - ROBA CASUAL,25194,Lleida,999,LLEIDA,0282_001,2011877,6/12/14,31553,0.7932,Qüestionari Unipreus_Seccions
86,Wala Lleida - ROBA CASUAL,25194,Lleida,999,LLEIDA,0282_001,2011878,6/14/14,66840,0.675,Qüestionari Unipreus_Seccions
51a,Donosti,20004,DONOSTI,999,GUIPUZCOA,0457_001,2011899,6/10/14,34295,0.9,MYSTERY SHOPPER SERVICIO PDV 2.0 TTPP P2 (JUN 14)
32,LAS DUNAS,11540,SANLUCAR DE BARRAMEDA,999,CADIZ,0578_001,2011911,6/12/14,32670,0.8667,CENTROS UNICO MYSTERY (JUN_14)
36,MEDITERRANEO,4009,ALMERIA,999,ALMERIA,0578_001,2011912,6/14/14,2482,0.5755,CENTROS UNICO MYSTERY (JUN_14)
AV-1,Glez Abarca,33400,AVILÉS,999,ASTURIAS,0243_001,2011952,6/12/14,2717,0.8025,TeleCable Mystery Junio 2014
AV-2,Villalegre,33400,AVILÉS,999,ASTURIAS,0243_001,2011953,6/11/14,29541,0.3,TeleCable Mystery Junio 2014
AV-5,La Cámara,33402,AVILÉS,999,ASTURIAS,0243_001,2011954,6/12/14,2717,0.9782,TeleCable Mystery Junio 2014
AV-7,El Carbayedo,33402,AVILÉS,999,ASTURIAS,0243_001,2011956,6/13/14,29541,0.3,TeleCable Mystery Junio 2014
GR-1,Grado,33820,GRADO,999,ASTURIAS,0243_001,2011967,6/12/14,R02743,0.27,TeleCable Mystery Junio 2014
OV-11,Pumarin,33002,OVIEDO,999,ASTURIAS,0243_001,2011976,6/12/14,2717,0.9094,TeleCable Mystery Junio 2014
OV-5,Salesas,33002,OVIEDO,999,ASTURIAS,0243_001,2011981,6/9/14,r02747,0.2455,TeleCable Mystery Junio 2014
PB-1,Piedras Blancas,33450,PIEDRAS BLANCAS,999,ASTURIAS,0243_001,2011984,6/11/14,R02746,0.3,TeleCable Mystery Junio 2014
PQP-1,Parque Principado,33429,LUGONES,999,ASTURIAS,0243_001,2011987,6/13/14,2717,0.7625,TeleCable Mystery Junio 2014
SI-1,Pola Siero,33510,POLA SIERO,999,ASTURIAS,0243_001,2011989,6/12/14,r02746,0.9344,TeleCable Mystery Junio 2014
VI-1,Villaviciosa,33300,VILLAVICIOSA,999,ASTURIAS,0243_001,2011990,6/11/14,30841,1,TeleCable Mystery Junio 2014
37,GRAN PLAZA,4740,ROQUETAS DE MAR,999,ALMERIA,0578_001,2011991,6/13/14,2482,0.8171,CENTROS UNICO MYSTERY (JUN_14)
65,CONQUISTADORES,6005,BADAJOZ,999,BADAJOZ,0578_001,2011992,6/13/14,33400,0.8066,CENTROS UNICO MYSTERY (JUN_14)
66,EL FARO,6006,BADAJOZ,999,BADAJOZ,0578_001,2011993,6/12/14,33400,0.7333,CENTROS UNICO MYSTERY (JUN_14)
90,LA ROSALEDA,29009,MÁLAGA,999,MALAGA,0578_001,2011995,6/14/14,33109,0.9273,CENTROS UNICO MYSTERY (JUN_14)
91,LARIOS,29005,MÁLAGA,999,MALAGA,0578_001,2011996,6/13/14,31768,0.8955,CENTROS UNICO MYSTERY (JUN_14)
92,INGENIO,29649,VÉLEZ,999,MALAGA,0578_001,2011997,6/11/14,66,0.8222,CENTROS UNICO MYSTERY (JUN_14)
